efac,spinodal,lnz_0,phase,temp,volume,run,system,beta,edge_distance,ntot,betaOmega,PE,dw
1.0,1,-5.731161722848485,1,0.847,512.0,2,lj-n12m6,1.1806375442739079,141.0,340.1776135957073,345.7584584481018,-1619.6192706622548,1.0
1.0,0,-3.6815076047999997,0,0.847,512.0,3,lj-n12m6,1.1806375442739079,462.0,28.521556805841087,-17.327611255373007,-19.160169786248744,0.9999999999999982
1.0,0,-3.6815076047999997,1,0.847,512.0,3,lj-n12m6,1.1806375442739079,58.0,427.8872421653271,-468.75918694691126,-2521.642358856103,453.17863782680007
1.0,1,-5.731114501499999,0,0.847,512.0,3,lj-n12m6,1.1806375442739079,485.0,1.7443794681026334,-1.7022256887371099,-0.06306350859804268,350.7854865029996
1.0,1,-5.731114501499999,1,0.847,512.0,3,lj-n12m6,1.1806375442739079,141.0,340.22492072844943,345.7349965215149,-1620.0819525814577,1.0
1.0,0,-3.681460547,0,0.847,512.0,4,lj-n12m6,1.1806375442739079,462.0,28.51717510441716,-17.3264362498219,-19.15148012298862,1.0000000000000053
1.0,0,-3.681460547,1,0.847,512.0,4,lj-n12m6,1.1806375442739079,58.0,427.9250923106216,-468.7851637558582,-2522.0741295720463,453.1985019239999
1.0,1,-5.731004515121211,0,0.847,512.0,4,lj-n12m6,1.1806375442739079,485.0,1.7441739102111287,-1.702070765581184,-0.06301147541107584,350.74622341669675
1.0,1,-5.731004515121211,1,0.847,512.0,4,lj-n12m6,1.1806375442739079,141.0,340.2165713527448,345.6899653037603,-1619.9915133307604,1.0000000000000568
1.0,0,-3.6790183035999973,0,0.848,512.0,1,lj-n12m6,1.179245283018868,462.0,28.56865680297098,-17.371187521706666,-19.176001056566854,0.999999999999929
1.0,0,-3.6790183035999973,1,0.848,512.0,1,lj-n12m6,1.179245283018868,58.0,427.49609127683084,-466.2460277222408,-2516.959681648631,450.59741073160103
1.0,1,-5.7196142833750026,0,0.848,512.0,1,lj-n12m6,1.179245283018868,485.0,1.765359130072899,-1.7221578618923412,-0.06453708052841545,349.1254562916258
1.0,1,-5.7196142833750026,1,0.848,512.0,1,lj-n12m6,1.179245283018868,142.0,340.0352117919486,344.0710106777624,-1618.0293957624253,0.9999999999999432
1.0,0,-3.679014749199993,0,0.848,512.0,2,lj-n12m6,1.179245283018868,462.0,28.57157664773308,-17.371850945022175,-19.177803018876503,0.9999999999998259
1.0,0,-3.679014749199993,1,0.848,512.0,2,lj-n12m6,1.179245283018868,58.0,427.67679645473186,-466.3324130844174,-2518.904388404885,450.6939282052026
1.0,1,-5.719195441333332,0,0.848,512.0,2,lj-n12m6,1.179245283018868,485.0,1.765930790166426,-1.7227879207533132,-0.06457442648152437,349.0006283806661
1.0,1,-5.719195441333332,1,0.848,512.0,2,lj-n12m6,1.179245283018868,141.0,340.0534134532402,343.9424643682419,-1618.1791692125116,1.0000000000000568
1.0,0,-3.6790332699999975,0,0.848,512.0,3,lj-n12m6,1.179245283018868,462.0,28.570858420681382,-17.371563720779363,-19.18041649026547,0.9999999999999414
1.0,0,-3.6790332699999975,1,0.848,512.0,3,lj-n12m6,1.179245283018868,58.0,427.62227393262344,-466.3092576010013,-2518.3178859096115,450.682288104001
1.0,1,-5.719105725687501,0,0.848,512.0,3,lj-n12m6,1.179245283018868,485.0,1.766350365346042,-1.7232168746900296,-0.06459568449612091,348.96653951250033
1.0,1,-5.719105725687501,1,0.848,512.0,3,lj-n12m6,1.179245283018868,141.0,340.10775671975506,343.9045234984823,-1618.7055935999233,0.9999999999999432
1.0,0,-3.6789857235999937,0,0.848,512.0,4,lj-n12m6,1.179245283018868,462.0,28.566521212747514,-17.370403761445537,-19.171804116026646,0.9999999999998348
1.0,0,-3.6789857235999937,1,0.848,512.0,4,lj-n12m6,1.179245283018868,58.0,427.6573734159537,-466.3349556045183,-2518.717447603893,450.7023000416024
1.0,1,-5.719053833375002,0,0.848,512.0,4,lj-n12m6,1.179245283018868,485.0,1.7660353826518693,-1.7229569315015323,-0.0645350407687895,348.94660062162546
1.0,1,-5.719053833375002,1,0.848,512.0,4,lj-n12m6,1.179245283018868,142.0,339.79392746916955,343.8686862941907,-1615.980543642321,0.9999999999999432
1.0,0,-3.6765569733999994,0,0.849,512.0,1,lj-n12m6,1.1778563015312131,462.0,28.617306041539884,-17.414915765975753,-19.195754831655886,0.9999999999999929
1.0,0,-3.6765569733999994,1,0.849,512.0,1,lj-n12m6,1.1778563015312131,59.0,427.226913652725,-463.80423197333914,-2513.5925710778915,448.1159625408001
1.0,1,-5.707701818562604,0,0.849,512.0,1,lj-n12m6,1.1778563015312131,485.0,1.7874256898063123,-1.7432280777022764,-0.06609302090200588,347.3327383449698
1.0,1,-5.707701818562604,1,0.849,512.0,1,lj-n12m6,1.1778563015312131,142.0,339.90784252438516,342.26750386448276,-1616.562431914952,0.9999999999967031
1.0,0,-3.6765546783999996,0,0.849,512.0,2,lj-n12m6,1.1778563015312131,462.0,28.62013446536821,-17.41554778402586,-19.197471434322416,0.9999999999999964
1.0,0,-3.6765546783999996,1,0.849,512.0,2,lj-n12m6,1.1778563015312131,59.0,427.4097306749339,-463.8878118308925,-2515.558993764116,448.20233533080017
1.0,1,-5.707254351375001,0,0.849,512.0,2,lj-n12m6,1.1778563015312131,485.0,1.7880580503398589,-1.743916111676474,-0.0661355123131011,347.19901284562536
1.0,1,-5.707254351375001,1,0.849,512.0,2,lj-n12m6,1.1778563015312131,142.0,339.63542201567657,342.118579511077,-1614.213536689857,1.0
1.0,0,-3.6765726674000003,0,0.849,512.0,3,lj-n12m6,1.1778563015312131,462.0,28.61945605183144,-17.41527372055789,-19.200103350849524,1.0000000000000018
1.0,0,-3.6765726674000003,1,0.849,512.0,3,lj-n12m6,1.1778563015312131,59.0,427.35689716893717,-463.8656016934729,-2514.9911500478534,448.19410404279995
1.0,1,-5.707148513125,0,0.849,512.0,3,lj-n12m6,1.1778563015312131,485.0,1.7885108966531418,-1.7443791082276923,-0.06615898638692001,347.1590922258751
1.0,1,-5.707148513125,1,0.849,512.0,3,lj-n12m6,1.1778563015312131,142.0,339.9877346888193,342.0858387056244,-1617.3052973217557,1.0
1.0,0,-3.6765246462000003,0,0.849,512.0,4,lj-n12m6,1.1778563015312131,462.0,28.615162269848256,-17.414128595722676,-19.191568067785976,0.9999999999999982
1.0,0,-3.6765246462000003,1,0.849,512.0,4,lj-n12m6,1.1778563015312131,59.0,427.38912353143104,-463.89105448454296,-2515.3570572213794,448.21102624839995
1.0,1,-5.707166189322582,0,0.849,512.0,4,lj-n12m6,1.1778563015312131,485.0,1.7880621492999116,-1.743991064694885,-0.06608775643590532,347.16148009432277
1.0,1,-5.707166189322582,1,0.849,512.0,4,lj-n12m6,1.1778563015312131,143.0,339.66191257195214,342.07359878650277,-1614.4698725129324,0.9999999999999432
1.0,0,-3.6741093989999993,0,0.85,512.0,1,lj-n12m6,1.1764705882352942,462.0,28.665265876814864,-17.458404404617948,-19.214971770930433,1.0000000000000018
1.0,0,-3.6741093989999993,1,0.85,512.0,1,lj-n12m6,1.1764705882352942,59.0,426.9576292387977,-461.368785332756,-2510.2264609955832,445.6389025480001
1.0,1,-5.695808851875,0,0.85,512.0,1,lj-n12m6,1.1764705882352942,485.0,1.8097412846654155,-1.7645256042040056,-0.06768478403908748,345.54095476112525
1.0,1,-5.695808851875,1,0.85,512.0,1,lj-n12m6,1.1764705882352942,142.0,339.48774995749085,340.4541339223317,-1612.578663871203,1.0
1.0,0,-3.6741083441999995,0,0.85,512.0,2,lj-n12m6,1.1764705882352942,462.0,28.668004248493716,-17.459005369081293,-19.216606185625487,0.9999999999999964
1.0,0,-3.6741083441999995,1,0.85,512.0,2,lj-n12m6,1.1764705882352942,59.0,427.1421922495349,-461.4495473433909,-2512.2106324916067,445.7247553964002
1.0,1,-5.695361791181818,0,0.85,512.0,2,lj-n12m6,1.1764705882352942,485.0,1.810380538784631,-1.7652204075328788,-0.06772853299885512,345.4074077933636
1.0,1,-5.695361791181818,1,0.85,512.0,2,lj-n12m6,1.1764705882352942,142.0,339.51179653686506,340.31602433099795,-1612.7815503010008,1.0
1.0,0,-3.6741257142,0,0.85,512.0,3,lj-n12m6,1.1764705882352942,462.0,28.66736507018711,-17.458744244228388,-19.219253583554796,1.0
1.0,0,-3.6741257142,1,0.85,512.0,3,lj-n12m6,1.1764705882352942,59.0,427.0910859506421,-461.4282551496195,-2511.6618687733835,445.7168446844001
1.0,1,-5.695278738696969,0,0.85,512.0,3,lj-n12m6,1.1764705882352942,485.0,1.8107930531855168,-1.7656475440002724,-0.06774879537993829,345.3752417450604
1.0,1,-5.695278738696969,1,0.85,512.0,3,lj-n12m6,1.1764705882352942,142.0,339.56450616932193,340.2804956152661,-1613.2921924365028,1.0
1.0,0,-3.6740772283999994,0,0.85,512.0,4,lj-n12m6,1.1764705882352942,462.0,28.663113680264793,-17.45761372681077,-19.21079526990787,0.9999999999999964
1.0,0,-3.6740772283999994,1,0.85,512.0,4,lj-n12m6,1.1764705882352942,59.0,427.12033551561603,-461.4534985721281,-2511.992893697586,445.7338334708001
1.0,1,-5.6953038351249985,0,0.85,512.0,4,lj-n12m6,1.1764705882352942,485.0,1.8103256105604528,-1.765240812067263,-0.06767531029683141,345.3791506147496
1.0,1,-5.6953038351249985,1,0.85,512.0,4,lj-n12m6,1.1764705882352942,143.0,339.53169833662866,340.2813338319473,-1612.9777945269552,1.0000000000000568
1.0,0,-3.6716674446664315,0,0.851,512.0,1,lj-n12m6,1.1750881316098707,461.0,29.017991154973103,-17.517021596226797,-19.778371731379266,0.9999999999943547
1.0,0,-3.6716674446664315,1,0.851,512.0,1,lj-n12m6,1.1750881316098707,59.0,426.6884088673175,-458.94311277563315,-2506.8632139843457,443.16810613008903
1.0,1,-5.683935663625003,0,0.851,512.0,1,lj-n12m6,1.1750881316098707,485.0,1.8323078853060535,-1.7860519923712797,-0.06931311530563314,343.7502246383758
1.0,1,-5.683935663625003,1,0.851,512.0,1,lj-n12m6,1.1750881316098707,142.0,339.3668340343294,338.65239812737565,-1611.1730097885293,0.9999999999998863
1.0,0,-3.671661633582965,0,0.851,512.0,2,lj-n12m6,1.1750881316098707,461.0,29.021095731909405,-17.517763262465067,-19.780197020023,0.9999999999911537
1.0,0,-3.671661633582965,1,0.851,512.0,2,lj-n12m6,1.1750881316098707,59.0,426.8744687880545,-459.02360454467765,-2508.862451393943,443.2557086676393
1.0,1,-5.6835319818787875,0,0.851,512.0,2,lj-n12m6,1.1750881316098707,485.0,1.8328711821908021,-1.786674861880675,-0.06935191191253656,343.6315954664241
1.0,1,-5.6835319818787875,1,0.851,512.0,2,lj-n12m6,1.1750881316098707,142.0,339.38331723293265,338.52900555229894,-1611.3073090870676,1.0
1.0,0,-3.671676873083029,0,0.851,512.0,3,lj-n12m6,1.1750881316098707,461.0,29.02057584831092,-17.517555357047907,-19.78312099508984,0.9999999999927098
1.0,0,-3.671676873083029,1,0.851,512.0,3,lj-n12m6,1.1750881316098707,59.0,426.82514123330986,-459.0038440283244,-2508.333315292748,443.2486814726149
1.0,1,-5.683452720090909,0,0.851,512.0,3,lj-n12m6,1.1750881316098707,485.0,1.8332788211960684,-1.787099914846255,-0.06937155178722217,343.6006767321817
1.0,1,-5.683452720090909,1,0.851,512.0,3,lj-n12m6,1.1750881316098707,142.0,339.4349805183359,338.49484572666364,-1611.8079424962732,0.9999999999999432
1.0,0,-3.6716392930830377,0,0.851,512.0,4,lj-n12m6,1.1750881316098707,461.0,29.01570426497211,-17.516124345432793,-19.774030164624037,0.9999999999929123
1.0,0,-3.6716392930830377,1,0.851,512.0,4,lj-n12m6,1.1750881316098707,59.0,426.8510888278264,-459.02406731955705,-2508.6258513296425,443.26143749261155
1.0,1,-5.6835036169375,0,0.851,512.0,4,lj-n12m6,1.1750881316098707,485.0,1.8327568603601647,-1.786640443514582,-0.06929308137796639,343.6123770916252
1.0,1,-5.6835036169375,1,0.851,512.0,4,lj-n12m6,1.1750881316098707,143.0,339.39680771788363,338.5043937859102,-1611.445037596753,0.9999999999999432
1.0,0,-3.6692058937499126,0,0.852,512.0,1,lj-n12m6,1.1737089201877935,461.0,29.067355728257382,-17.561219192240802,-19.798411666662435,0.9999999999979075
1.0,0,-3.6692058937499126,1,0.852,512.0,1,lj-n12m6,1.1737089201877935,60.0,426.4197911812972,-456.5379166716195,-2503.508679283761,440.7185455462829
1.0,1,-5.6720966412121205,0,0.852,512.0,1,lj-n12m6,1.1737089201877935,485.0,1.8550998825872917,-1.8077826149649774,-0.07097667389073975,341.96550380375743
1.0,1,-5.6720966412121205,1,0.852,512.0,1,lj-n12m6,1.1737089201877935,142.0,339.2460318831654,336.8565218687692,-1609.769804367744,1.0
1.0,0,-3.669201376666572,0,0.852,512.0,2,lj-n12m6,1.1737089201877935,461.0,29.070366458847793,-17.561928342482826,-19.800153116540873,0.999999999997712
1.0,0,-3.669201376666572,1,0.852,512.0,2,lj-n12m6,1.1737089201877935,59.0,426.60683054246897,-456.61554895947336,-2505.517400861978,440.800144160036
1.0,1,-5.671721394090909,0,0.852,512.0,2,lj-n12m6,1.1737089201877935,485.0,1.855614381334715,-1.8083593773521798,-0.0710124701214204,341.8566669191817
1.0,1,-5.671721394090909,1,0.852,512.0,2,lj-n12m6,1.1737089201877935,142.0,339.2576277583754,336.7427663539338,-1609.8598512654326,1.0
1.0,0,-3.66921589666658,0,0.852,512.0,3,lj-n12m6,1.1737089201877935,461.0,29.0698925579196,-17.56173605821106,-19.80309786684665,0.9999999999979323
1.0,0,-3.66921589666658,1,0.852,512.0,3,lj-n12m6,1.1737089201877935,59.0,426.5592547159498,-456.59669414840096,-2505.0075715622365,440.7934664400328
1.0,1,-5.671645818181816,0,0.852,512.0,3,lj-n12m6,1.1737089201877935,485.0,1.8560171076071283,-1.8087823886765981,-0.07103146112162026,341.8269612723631
1.0,1,-5.671645818181816,1,0.852,512.0,3,lj-n12m6,1.1737089201877935,142.0,339.0121085667908,336.6994200169399,-1607.8102596303988,1.0000000000000568
1.0,0,-3.6691778909165795,0,0.852,512.0,4,lj-n12m6,1.1737089201877935,461.0,29.06506258592777,-17.560317973646104,-19.79408226845044,0.9999999999979075
1.0,0,-3.6691778909165795,1,0.852,512.0,4,lj-n12m6,1.1737089201877935,59.0,426.58208093776597,-456.6167808707269,-2505.263534910252,440.80627185753303
1.0,1,-5.671722370187561,0,0.852,512.0,4,lj-n12m6,1.1737089201877935,485.0,1.855439636364715,-1.8082692331773549,-0.07094782986613682,341.846412642144
1.0,1,-5.671722370187561,1,0.852,512.0,4,lj-n12m6,1.1737089201877935,143.0,338.96955389115544,336.717636881426,-1607.4062319982281,0.9999999999980105
1.0,0,-3.666757934416666,0,0.853,512.0,1,lj-n12m6,1.1723329425556859,461.0,29.116023595098227,-17.605178844969558,-19.81773738765864,0.9999999999999822
1.0,0,-3.666757934416666,1,0.853,512.0,1,lj-n12m6,1.1723329425556859,60.0,426.1510591102687,-454.13898292048435,-2500.1550628992536,438.279305752917
1.0,1,-5.660306521878899,0,0.853,512.0,1,lj-n12m6,1.1723329425556859,485.0,1.8780895330811145,-1.8296908733812445,-0.0726738693859385,340.19186824745856
1.0,1,-5.660306521878899,1,0.853,512.0,1,lj-n12m6,1.1723329425556859,142.0,338.8262669141991,335.0609242776294,-1605.8013316344652,0.999999999996362
1.0,0,-3.666754691749999,0,0.853,512.0,2,lj-n12m6,1.1723329425556859,461.0,29.118941961384515,-17.605855839975675,-19.819396971994536,0.9999999999999734
1.0,0,-3.666754691749999,1,0.853,512.0,2,lj-n12m6,1.1723329425556859,59.0,426.33868413186644,-454.21375650624543,-2502.169033667569,438.3477823125003
1.0,1,-5.659930159818186,0,0.853,512.0,2,lj-n12m6,1.1723329425556859,485.0,1.8786124180103108,-1.830275787192244,-0.07271099803467333,340.08268814363777
1.0,1,-5.659930159818186,1,0.853,512.0,2,lj-n12m6,1.1723329425556859,142.0,338.83933625498906,334.9468262227849,-1605.904395718549,0.9999999999998863
1.0,0,-3.6667685050833327,0,0.853,512.0,3,lj-n12m6,1.1723329425556859,461.0,29.118513302136442,-17.60567891697217,-19.82236129672396,0.9999999999999787
1.0,0,-3.6667685050833327,1,0.853,512.0,3,lj-n12m6,1.1723329425556859,59.0,426.292852604535,-454.19578081295117,-2501.6784026639243,438.3414490925004
1.0,1,-5.659876963312501,0,0.853,512.0,3,lj-n12m6,1.1723329425556859,485.0,1.8789729558740291,-1.8306614798664962,-0.07272644605957708,340.05998898587507
1.0,1,-5.659876963312501,1,0.853,512.0,3,lj-n12m6,1.1723329425556859,143.0,338.88589894130104,334.9216892019573,-1606.3575455619045,1.0
1.0,0,-3.6667300829999996,0,0.853,512.0,4,lj-n12m6,1.1723329425556859,461.0,29.113723964258593,-17.60427355973004,-19.813419595620772,0.9999999999999822
1.0,0,-3.6667300829999996,1,0.853,512.0,4,lj-n12m6,1.1723329425556859,60.0,426.3125067869747,-454.21577038111957,-2501.8972058751915,438.3563565750002
1.0,1,-5.659960234250109,0,0.853,512.0,4,lj-n12m6,1.1723329425556859,485.0,1.8783761974996929,-1.830128997744524,-0.07264034018999671,340.08132589153377
1.0,1,-5.659960234250109,1,0.853,512.0,4,lj-n12m6,1.1723329425556859,143.0,338.84138395793394,334.9421277738622,-1605.936046980842,0.9999999999965326
1.0,0,-3.6643130714,0,0.854,512.0,1,lj-n12m6,1.17096018735363,461.0,29.164929272334938,-17.649204426261768,-19.837639788717652,1.0
1.0,0,-3.6643130714,1,0.854,512.0,1,lj-n12m6,1.17096018735363,60.0,425.88242990193555,-451.75073728666143,-2496.804712866389,435.84741451159994
1.0,1,-5.6485509351212135,0,0.854,512.0,1,lj-n12m6,1.17096018735363,485.0,1.9013059647606096,-1.8518041327294394,-0.07440744672407686,338.424282468455
1.0,1,-5.6485509351212135,1,0.854,512.0,1,lj-n12m6,1.17096018735363,143.0,338.7041715493821,333.28194146546446,-1604.3877583540293,0.9999999999999432
1.0,0,-3.6642965097999998,0,0.854,512.0,2,lj-n12m6,1.17096018735363,461.0,29.169055464689883,-17.650274837201625,-19.8410121322933,1.0000000000000036
1.0,0,-3.6642965097999998,1,0.854,512.0,2,lj-n12m6,1.17096018735363,60.0,426.07055394859333,-451.8288688298053,-2498.8230329605367,435.9179761471999
1.0,1,-5.648158408212121,0,0.854,512.0,2,lj-n12m6,1.17096018735363,485.0,1.9018675906703177,-1.8524259376782728,-0.07444830143474128,338.3097235377575
1.0,1,-5.648158408212121,1,0.854,512.0,2,lj-n12m6,1.17096018735363,142.0,338.72018126048926,333.1623557925668,-1604.5175787867015,1.0
1.0,0,-3.664326826,0,0.854,512.0,3,lj-n12m6,1.17096018735363,461.0,29.167138930188223,-17.649611352295942,-19.841879534651056,0.9999999999999947
1.0,0,-3.664326826,1,0.854,512.0,3,lj-n12m6,1.17096018735363,60.0,426.02607394097885,-451.8044188498669,-2498.3473144759773,435.90624770200014
1.0,1,-5.648146881939396,0,0.854,512.0,3,lj-n12m6,1.17096018735363,485.0,1.9021460213900903,-1.8527365876174673,-0.07445700788332796,338.3002147252733
1.0,1,-5.648146881939396,1,0.854,512.0,3,lj-n12m6,1.17096018735363,143.0,338.75892885757116,333.15140842071816,-1604.8994024126118,1.0
1.0,0,-3.6642737384000004,0,0.854,512.0,4,lj-n12m6,1.17096018735363,461.0,29.163660015718435,-17.64863433187085,-19.834764889191874,1.0000000000000018
1.0,0,-3.6642737384000004,1,0.854,512.0,4,lj-n12m6,1.17096018735363,60.0,426.0428330185131,-451.8304263227937,-2498.5319407854304,435.92896863959993
1.0,1,-5.648256642545455,0,0.854,512.0,4,lj-n12m6,1.17096018735363,485.0,1.9014899975632307,-1.8521468386131243,-0.07436527683487149,338.3306234435455
1.0,1,-5.648256642545455,1,0.854,512.0,4,lj-n12m6,1.17096018735363,143.0,338.70897291760264,333.1807630738971,-1604.4288823825432,1.0
1.0,0,-3.6618455703999997,0,0.855,512.0,1,lj-n12m6,1.1695906432748537,461.0,29.21635089594789,-17.69404714498284,-19.86125444337613,1.0
1.0,0,-3.6618455703999997,1,0.855,512.0,1,lj-n12m6,1.1695906432748537,60.0,425.61445096648265,-449.38408128783686,-2493.4635525589856,433.4331611116
1.0,1,-5.636876140787903,0,0.855,512.0,1,lj-n12m6,1.1695906432748537,485.0,1.9246565936482192,-1.8740343911356423,-0.07617067205935973,336.67778704346216
1.0,1,-5.636876140787903,1,0.855,512.0,1,lj-n12m6,1.1695906432748537,143.0,338.5738534192107,331.5246609844234,-1602.9011216206118,0.9999999999991473
1.0,0,-3.6618300482000006,0,0.855,512.0,2,lj-n12m6,1.1695906432748537,461.0,29.220401786941345,-17.695092833249173,-19.864565034332877,1.0000000000000036
1.0,0,-3.6618300482000006,1,0.855,512.0,2,lj-n12m6,1.1695906432748537,60.0,425.80235869532794,-449.45945530551785,-2495.4785082675676,433.5032353047999
1.0,1,-5.636438878454851,0,0.855,512.0,2,lj-n12m6,1.1695906432748537,485.0,1.9253159315243438,-1.874748886232571,-0.07621997894034417,336.54884648754893
1.0,1,-5.636438878454851,1,0.855,512.0,2,lj-n12m6,1.1695906432748537,143.0,338.5978149622898,331.3899192277822,-1603.103106015531,0.9999999999899387
1.0,0,-3.6618597378000004,0,0.855,512.0,3,lj-n12m6,1.1695906432748537,461.0,29.218528044518752,-17.69444158842744,-19.865451842202596,1.0000000000000036
1.0,0,-3.6618597378000004,1,0.855,512.0,3,lj-n12m6,1.1695906432748537,60.0,425.75956286465043,-449.4358136978314,-2495.0212877877175,433.4918335352
1.0,1,-5.636470861484848,0,0.855,512.0,3,lj-n12m6,1.1695906432748537,485.0,1.9255062833651937,-1.874978992410914,-0.07622131325056117,336.553312611818
1.0,1,-5.636470861484848,1,0.855,512.0,3,lj-n12m6,1.1695906432748537,143.0,338.62849310208946,331.393773597544,-1603.4113038480928,1.0000000000000568
1.0,0,-3.6618064556000003,0,0.855,512.0,4,lj-n12m6,1.1695906432748537,461.0,29.2150671509716,-17.693471559878706,-19.85837759395602,1.0
1.0,0,-3.6618064556000003,1,0.855,512.0,4,lj-n12m6,1.1695906432748537,60.0,425.77310459835496,-449.46171523460197,-2495.1682339670874,433.5145236944
1.0,1,-5.636575539090909,0,0.855,512.0,4,lj-n12m6,1.1695906432748537,485.0,1.9248538075305284,-1.8743914892426903,-0.07612879335671402,336.5819945480909
1.0,1,-5.636575539090909,1,0.855,512.0,4,lj-n12m6,1.1695906432748537,143.0,338.5787915539448,331.42134614704185,-1602.9433773140354,1.0000000000000568
1.0,0,-3.6593916081999995,0,0.856,512.0,1,lj-n12m6,1.1682242990654206,461.0,29.267055987328604,-17.73865148421281,-19.884112905433916,1.0
1.0,0,-3.6593916081999995,1,0.856,512.0,1,lj-n12m6,1.1682242990654206,61.0,425.34632816876854,-447.0235550252639,-2490.122957416639,431.03146833000005
1.0,1,-5.625220383484849,0,0.856,512.0,1,lj-n12m6,1.1682242990654206,485.0,1.9482662589828093,-1.8964997087672004,-0.07797380284002689,334.93220604081836
1.0,1,-5.625220383484849,1,0.856,512.0,1,lj-n12m6,1.1682242990654206,143.0,338.4463172092021,329.7681847995704,-1601.4411225744846,1.0
1.0,0,-3.6593771138,0,0.856,512.0,2,lj-n12m6,1.1682242990654206,461.0,29.27103233222009,-17.739672628845128,-19.88736266489732,0.9999999999999964
1.0,0,-3.6593771138,1,0.856,512.0,2,lj-n12m6,1.1682242990654206,60.0,425.53361032945276,-447.09617947840076,-2492.130162620934,431.0915908952
1.0,1,-5.624782433545455,0,0.856,512.0,2,lj-n12m6,1.1682242990654206,485.0,1.9489350986948317,-1.8972232402357028,-0.07802472270326467,334.80307348454556
1.0,1,-5.624782433545455,1,0.856,512.0,2,lj-n12m6,1.1682242990654206,143.0,338.47037127692306,329.63320735793,-1601.6440640275587,0.9999999999999432
1.0,0,-3.6594061789999994,0,0.856,512.0,3,lj-n12m6,1.1682242990654206,461.0,29.269201380542953,-17.739033623755095,-19.888268652179303,0.9999999999999964
1.0,0,-3.6594061789999994,1,0.856,512.0,3,lj-n12m6,1.1682242990654206,60.0,425.49245932518164,-447.0733283333612,-2491.690988399689,431.08051810800004
1.0,1,-5.624813719121212,0,0.856,512.0,3,lj-n12m6,1.1682242990654206,485.0,1.9491259988827294,-1.8974568935960996,-0.07802557379267358,334.80727035945466
1.0,1,-5.624813719121212,1,0.856,512.0,3,lj-n12m6,1.1682242990654206,143.0,338.2046020598101,329.6264394678774,-1599.4156685068913,1.0
1.0,0,-3.6593527058,0,0.856,512.0,4,lj-n12m6,1.1682242990654206,461.0,29.265758198783175,-17.738070555126484,-19.881234472906026,0.9999999999999982
1.0,0,-3.6593527058,1,0.856,512.0,4,lj-n12m6,1.1682242990654206,60.0,425.5027795236734,-447.0991663854107,-2491.8002121795066,431.1031774792001
1.0,1,-5.624913435909091,0,0.856,512.0,4,lj-n12m6,1.1682242990654206,485.0,1.9484770975772232,-1.8968715892884935,-0.07793226621494764,334.8342671369092
1.0,1,-5.624913435909091,1,0.856,512.0,4,lj-n12m6,1.1682242990654206,143.0,338.45141209168,329.6627220875175,-1601.4846934249294,1.0
1.0,0,-3.6569510381999994,0,0.857,512.0,1,lj-n12m6,1.1668611435239207,461.0,29.317057383682652,-17.78301952949072,-19.90623377439902,0.9999999999999929
1.0,0,-3.6569510381999994,1,0.857,512.0,1,lj-n12m6,1.1668611435239207,61.0,425.07804819721946,-444.6691783882461,-2486.782773409747,428.6357741900002
1.0,1,-5.61358425981265,0,0.857,512.0,1,lj-n12m6,1.1668611435239207,485.0,1.97213629183328,-1.9192009983097336,-0.07981759875976917,333.18774794110885
1.0,1,-5.61358425981265,1,0.857,512.0,1,lj-n12m6,1.1668611435239207,144.0,338.02512556777197,328.00222448353327,-1597.4716199568861,0.9999999999952252
1.0,0,-3.6569375591999997,0,0.857,512.0,2,lj-n12m6,1.1668611435239207,461.0,29.626754701961953,-17.79891441747455,-20.459407175579422,1.0000000000000053
1.0,0,-3.6569375591999997,1,0.857,512.0,2,lj-n12m6,1.1668611435239207,61.0,425.2642929724859,-444.73906503475405,-2488.7778216830675,428.68837413999995
1.0,1,-5.613144930424244,0,0.857,512.0,2,lj-n12m6,1.1668611435239207,485.0,1.9728162455955693,-1.9199350543832543,-0.07987029439716833,333.0582022360914
1.0,1,-5.613144930424244,1,0.857,512.0,2,lj-n12m6,1.1668611435239207,143.0,338.05071879377374,327.8668345024284,-1597.6880155377216,0.9999999999999432
1.0,0,-3.6569660038000005,0,0.857,512.0,3,lj-n12m6,1.1668611435239207,461.0,29.31917170918391,-17.783389527303623,-19.910348463963622,1.0000000000000036
1.0,0,-3.6569660038000005,1,0.857,512.0,3,lj-n12m6,1.1668611435239207,61.0,425.22474042373733,-444.7169877334209,-2488.356166687294,428.67331610999986
1.0,1,-5.613175588030307,0,0.857,512.0,3,lj-n12m6,1.1668611435239207,485.0,1.9730074772641206,-1.92017212951569,-0.07987062939886932,333.06215350636484
1.0,1,-5.613175588030307,1,0.857,512.0,3,lj-n12m6,1.1668611435239207,143.0,338.0807698543621,327.87036742535446,-1597.9887576749327,0.9999999999998295
1.0,0,-3.6569123416000004,0,0.857,512.0,4,lj-n12m6,1.1668611435239207,461.0,29.315746030604387,-17.782433434837543,-19.90335415271506,1.000000000000007
1.0,0,-3.6569123416000004,1,0.857,512.0,4,lj-n12m6,1.1668611435239207,60.0,425.2318489629912,-444.74280513480244,-2488.427791679761,428.6949585943999
1.0,1,-5.613270462363638,0,0.857,512.0,4,lj-n12m6,1.1668611435239207,485.0,1.9723621876402397,-1.9195889837720297,-0.07977653632641163,333.0875056463641
1.0,1,-5.613270462363638,1,0.857,512.0,4,lj-n12m6,1.1668611435239207,143.0,338.0325263859693,327.89451941539375,-1597.5334692551396,1.0
