binodal,lnz_0,phase,temp,volume,run,system,beta,edge_distance,ntot,betaOmega,PE
0,-6.148709898000913,0,0.708,512.0,4,lj-n12m6,1.4124293785310735,485.0,1.1314039926038162,-1.1071116610820193,-0.030947868116297884
0,-6.148709898000913,1,0.708,512.0,4,lj-n12m6,1.4124293785310735,56.0,430.1021464181815,-1.107111661082192,-2610.660859856069
0,-6.146766820999757,0,0.709,512.0,1,lj-n12m6,1.4104372355430184,485.0,1.1452518015050397,-1.1204188895129554,-0.03168810163759678
0,-6.146766820999757,1,0.709,512.0,1,lj-n12m6,1.4104372355430184,56.0,429.88606158558594,-1.1204188895130918,-2607.7205212921344
0,-6.146507735000048,0,0.709,512.0,2,lj-n12m6,1.4104372355430184,485.0,1.1457784544734144,-1.120959761397491,-0.031705164066710534
0,-6.146507735000048,1,0.709,512.0,2,lj-n12m6,1.4104372355430184,56.0,429.86613404273265,-1.120959761397414,-2607.455918576315
0,-6.136656919999601,0,0.709,512.0,3,lj-n12m6,1.4104372355430184,485.0,1.145550423847678,-1.1207175436207928,-0.031700728484647944
0,-6.136656919999601,1,0.709,512.0,3,lj-n12m6,1.4104372355430184,56.0,429.86683764316814,-1.1207175436208519,-2607.508425406383
0,-6.1365994570005205,0,0.709,512.0,4,lj-n12m6,1.4104372355430184,485.0,1.1456969529327854,-1.1208481581061476,-0.03168808511633354
0,-6.1365994570005205,1,0.709,512.0,4,lj-n12m6,1.4104372355430184,56.0,429.8822924312083,-1.1208481581059913,-2607.673469802938
0,-6.134687632999695,0,0.71,512.0,1,lj-n12m6,1.4084507042253522,485.0,1.1596759928023634,-1.1342760215183876,-0.03244350960508581
0,-6.134687632999695,1,0.71,512.0,1,lj-n12m6,1.4084507042253522,56.0,429.67096496910824,-1.1342760215183996,-2604.788656361039
0,-6.134429786000304,0,0.71,512.0,2,lj-n12m6,1.4084507042253522,485.0,1.1602069233897898,-1.1348214752636883,-0.03246104105672695
0,-6.134429786000304,1,0.71,512.0,2,lj-n12m6,1.4084507042253522,56.0,429.6495245812405,-1.1348214752638541,-2604.5088308105387
0,-6.124590203000668,0,0.71,512.0,3,lj-n12m6,1.4084507042253522,485.0,1.1599766973112864,-1.1345772911004515,-0.032456386037031014
0,-6.124590203000668,1,0.71,512.0,3,lj-n12m6,1.4084507042253522,56.0,429.6500112490049,-1.1345772911005192,-2604.5568002829723
0,-6.124532543999717,0,0.71,512.0,4,lj-n12m6,1.4084507042253522,485.0,1.160125742248265,-1.1347096115402306,-0.03244374503430338
0,-6.124532543999717,1,0.71,512.0,4,lj-n12m6,1.4084507042253522,56.0,429.66234003193665,-1.1347096115401185,-2604.687067097504
0,-6.122649477000124,0,0.711,512.0,1,lj-n12m6,1.4064697609001406,485.0,1.1742371459631147,-1.1482590373638364,-0.0332146448701778
0,-6.122649477000124,1,0.711,512.0,1,lj-n12m6,1.4064697609001406,56.0,429.45574615107523,-1.1482590373640011,-2601.8574670621706
0,-6.122393001999631,0,0.711,512.0,2,lj-n12m6,1.4064697609001406,485.0,1.1747721199855046,-1.1488088545097537,-0.033232644162498555
0,-6.122393001999631,1,0.711,512.0,2,lj-n12m6,1.4064697609001406,56.0,429.4327959551746,-1.148808854509915,-2601.56242668783
0,-6.112566886000287,0,0.711,512.0,3,lj-n12m6,1.4064697609001406,485.0,1.1745397651830216,-1.1485627883598906,-0.03322776396149698
0,-6.112566886000287,1,0.711,512.0,3,lj-n12m6,1.4064697609001406,57.0,429.43313165065956,-1.1485627883600236,-2601.606555281682
0,-6.112509123999641,0,0.711,512.0,4,lj-n12m6,1.4064697609001406,485.0,1.1746911728179739,-1.1486966616272622,-0.033215119458671796
0,-6.112509123999641,1,0.711,512.0,4,lj-n12m6,1.4064697609001406,57.0,429.4422902636694,-1.1486966616274128,-2601.7016652655884
0,-6.110652165999498,0,0.712,512.0,1,lj-n12m6,1.404494382022472,485.0,1.1889360964732334,-1.162368593686817,-0.03400178495295311
0,-6.110652165999498,1,0.712,512.0,1,lj-n12m6,1.404494382022472,56.0,429.2403939530766,-1.1623685936869232,-2598.9268295792626
0,-6.110397200000035,0,0.712,512.0,2,lj-n12m6,1.404494382022472,485.0,1.1894748631267937,-1.1629225414664826,-0.03402024969409428
0,-6.110397200000035,1,0.712,512.0,2,lj-n12m6,1.404494382022472,57.0,429.215955723302,-1.16292254146648,-2598.616792770052
0,-6.100586919999717,0,0.712,512.0,3,lj-n12m6,1.404494382022472,485.0,1.1892404571009922,-1.1626746865086066,-0.03401513897188884
0,-6.100586919999717,1,0.712,512.0,3,lj-n12m6,1.404494382022472,57.0,429.21619587223745,-1.1626746865084776,-2598.657664788042
0,-6.100529150000349,0,0.712,512.0,4,lj-n12m6,1.404494382022472,485.0,1.1893940607819515,-1.162809949261109,-0.034002483931128764
0,-6.100529150000349,1,0.712,512.0,4,lj-n12m6,1.404494382022472,57.0,429.22214382169625,-1.1628099492611736,-2598.7172732452195
0,-6.0986955150006175,0,0.713,512.0,1,lj-n12m6,1.402524544179523,485.0,1.2037736873018108,-1.1766053541758448,-0.03480521153682312
0,-6.0986955150006175,1,0.713,512.0,1,lj-n12m6,1.402524544179523,56.0,429.024897442686,-1.176605354175968,-2595.9966228560697
0,-6.098442198000908,0,0.713,512.0,2,lj-n12m6,1.402524544179523,485.0,1.2043159739857416,-1.1771631771710998,-0.034824137926404874
0,-6.098442198000908,1,0.713,512.0,2,lj-n12m6,1.402524544179523,57.0,428.9990107197243,-1.17716317717094,-2595.672007018129
0,-6.0886502459995295,0,0.713,512.0,3,lj-n12m6,1.402524544179523,485.0,1.2040796043420465,-1.1769136385816625,-0.03481879164163554
0,-6.0886502459995295,1,0.713,512.0,3,lj-n12m6,1.402524544179523,57.0,428.99920101162616,-1.1769136385816334,-2595.7101043390576
0,-6.0885925590000305,0,0.713,512.0,4,lj-n12m6,1.402524544179523,485.0,1.2042352221777755,-1.1770501154570445,-0.03480611775108655
0,-6.0885925590000305,1,0.713,512.0,4,lj-n12m6,1.402524544179523,57.0,429.00190110356937,-1.177050115457081,-2595.733896004129
0,-6.0867793400002626,0,0.714,512.0,1,lj-n12m6,1.400560224089636,485.0,1.2187507566394262,-1.1909699734583152,-0.035625210072657926
0,-6.0867793400002626,1,0.714,512.0,1,lj-n12m6,1.400560224089636,57.0,428.80924600855417,-1.1909699734583217,-2593.066729448658
0,-6.086527814000385,0,0.714,512.0,2,lj-n12m6,1.400560224089636,485.0,1.21929627599334,-1.1915314033339715,-0.035644593124915844
0,-6.086527814000385,1,0.714,512.0,2,lj-n12m6,1.400560224089636,57.0,428.78196694036967,-1.191531403334039,-2592.7281375083703
0,-6.0767567879994315,0,0.714,512.0,3,lj-n12m6,1.400560224089636,485.0,1.2190580394297088,-1.1912802966462426,-0.03563900651302748
0,-6.0767567879994315,1,0.714,512.0,3,lj-n12m6,1.400560224089636,57.0,428.782144235853,-1.191280296646084,-2592.7638504952724
0,-6.076699280999732,0,0.714,512.0,4,lj-n12m6,1.400560224089636,485.0,1.2192154759893143,-1.1914177984888252,-0.035626304294071875
0,-6.076699280999732,1,0.714,512.0,4,lj-n12m6,1.400560224089636,57.0,428.7815622659449,-1.1914177984887815,-2592.751535236809
0,-6.074903459000177,0,0.715,512.0,1,lj-n12m6,1.3986013986013988,485.0,1.2338681458334209,-1.2054631082664886,-0.03646207007016937
0,-6.074903459000177,1,0.715,512.0,1,lj-n12m6,1.3986013986013988,57.0,428.5934294118818,-1.2054631082666103,-2590.1370361056406
0,-6.0746538649998705,0,0.715,512.0,2,lj-n12m6,1.3986013986013988,485.0,1.234416594907977,-1.2060278634416193,-0.03648190353572976
0,-6.0746538649998705,1,0.715,512.0,2,lj-n12m6,1.3986013986013988,57.0,428.56482945341224,-1.2060278634414712,-2589.7852414310582
0,-6.064906462000225,0,0.715,512.0,3,lj-n12m6,1.3986013986013988,485.0,1.234176596791174,-1.2057753113926248,-0.03647607215896948
0,-6.064906462000225,1,0.715,512.0,3,lj-n12m6,1.3986013986013988,57.0,428.5650227924459,-1.205775311392479,-2589.818880892779
0,-6.064849229999949,0,0.715,512.0,4,lj-n12m6,1.3986013986013988,485.0,1.2343356446185771,-1.2059136404232198,-0.03646333092512635
0,-6.064849229999949,1,0.715,512.0,4,lj-n12m6,1.3986013986013988,57.0,428.5611273089993,-1.2059136404232214,-2589.7701903777133
0,-6.0630676909996835,0,0.716,512.0,1,lj-n12m6,1.3966480446927374,485.0,1.2491266973333865,-1.220085412619598,-0.037316085108430444
0,-6.0630676909996835,1,0.716,512.0,1,lj-n12m6,1.3966480446927374,57.0,428.37743784634006,-1.2200854126194125,-2587.207434441477
0,-6.062820172999561,0,0.716,512.0,2,lj-n12m6,1.3966480446927374,485.0,1.2496777591402881,-1.2206531986072036,-0.03733636154223123
0,-6.062820172999561,1,0.716,512.0,2,lj-n12m6,1.3966480446927374,58.0,428.3476022994055,-1.2206531986071822,-2586.843363980422
0,-6.053099171000574,0,0.716,512.0,3,lj-n12m6,1.3966480446927374,485.0,1.2494361135352556,-1.2203993342873547,-0.037330281253751464
0,-6.053099171000574,1,0.716,512.0,3,lj-n12m6,1.3966480446927374,57.0,428.3478340061593,-1.2203993342874624,-2586.875174126865
0,-6.05304230999993,0,0.716,512.0,4,lj-n12m6,1.3966480446927374,485.0,1.2495965500017294,-1.2205382805970222,-0.03731748890952598
0,-6.05304230999993,1,0.716,512.0,4,lj-n12m6,1.3966480446927374,57.0,428.34059614784064,-1.2205382805968394,-2586.789859468463
0,-6.051271857000022,0,0.717,512.0,1,lj-n12m6,1.394700139470014,485.0,1.264527254832895,-1.2348375423198252,-0.03818755282966567
0,-6.051271857000022,1,0.717,512.0,1,lj-n12m6,1.394700139470014,58.0,428.1612619909324,-1.2348375423197575,-2584.2778215258786
0,-6.051026555000023,0,0.717,512.0,2,lj-n12m6,1.394700139470014,485.0,1.2650806000296062,-1.2354080524748887,-0.03820826363629042
0,-6.051026555000023,1,0.717,512.0,2,lj-n12m6,1.394700139470014,58.0,428.13028843280335,-1.2354080524747983,-2583.9025377233556
0,-6.041334810000275,0,0.717,512.0,3,lj-n12m6,1.394700139470014,485.0,1.2648374274953793,-1.2351530163706792,-0.038201930501927404
0,-6.041334810000275,1,0.717,512.0,3,lj-n12m6,1.394700139470014,58.0,428.1305752609891,-1.2351530163708384,-2583.932709467763
0,-6.041278413999964,0,0.717,512.0,4,lj-n12m6,1.394700139470014,485.0,1.2649990187455942,-1.2352923594753307,-0.03818907377712393
0,-6.041278413999964,1,0.717,512.0,4,lj-n12m6,1.394700139470014,58.0,428.1199687004695,-1.2352923594753864,-2583.8105402133165
0,-6.039515781999673,0,0.718,512.0,1,lj-n12m6,1.392757660167131,485.0,1.2800706608070263,-1.24972014750106,-0.03907677491854905
0,-6.039515781999673,1,0.718,512.0,1,lj-n12m6,1.392757660167131,58.0,427.9448930523695,-1.2497201475011208,-2581.3481003513098
0,-6.039272832999356,0,0.718,512.0,2,lj-n12m6,1.392757660167131,485.0,1.2806259484869253,-1.2502930636995044,-0.03909791042924905
0,-6.039272832999356,1,0.718,512.0,2,lj-n12m6,1.392757660167131,58.0,427.9128896629027,-1.2502930636996155,-2580.962781967657
0,-6.029613260000254,0,0.718,512.0,3,lj-n12m6,1.392757660167131,485.0,1.2803813784249831,-1.2500370064228914,-0.03909132081904529
0,-6.029613260000254,1,0.718,512.0,3,lj-n12m6,1.392757660167131,58.0,427.9132439974512,-1.2500370064229802,-2580.9914667508133
0,-6.029557424999976,0,0.718,512.0,4,lj-n12m6,1.392757660167131,485.0,1.2805438774649907,-1.250176516439159,-0.03907838501958734
0,-6.029557424999976,1,0.718,512.0,4,lj-n12m6,1.392757660167131,58.0,427.89924497628147,-1.250176516439241,-2580.8322310402227
0,-6.027799288999832,0,0.719,512.0,1,lj-n12m6,1.3908205841446455,485.0,1.2957577609653335,-1.264733881652678,-0.03998405727490621
0,-6.027799288999832,1,0.719,512.0,1,lj-n12m6,1.3908205841446455,58.0,427.72832280204136,-1.2647338816527915,-2578.4181802358225
0,-6.027558827000014,0,0.719,512.0,2,lj-n12m6,1.3908205841446455,485.0,1.2963146417994849,-1.2653088784940167,-0.040005606778597144
0,-6.027558827000014,1,0.719,512.0,2,lj-n12m6,1.3908205841446455,58.0,427.69540661878875,-1.2653088784938626,-2578.0241024082034
0,-6.017934395999875,0,0.719,512.0,3,lj-n12m6,1.3908205841446455,485.0,1.296068809231019,-1.2650519564811085,-0.039998757299882295
0,-6.017934395999875,1,0.719,512.0,3,lj-n12m6,1.3908205841446455,58.0,427.69583769004294,-1.2650519564812714,-2578.05142604284
0,-6.017879216999761,0,0.719,512.0,4,lj-n12m6,1.3908205841446455,485.0,1.296231956502277,-1.2651913904368728,-0.039985726432067895
0,-6.017879216999761,1,0.719,512.0,4,lj-n12m6,1.3908205841446455,58.0,427.67842514798923,-1.2651913904367222,-2577.85493197141
0,-6.01612220400001,0,0.72,512.0,1,lj-n12m6,1.3888888888888888,485.0,1.311589400843675,-1.27987939139715,-0.040909710044719716
0,-6.01612220400001,1,0.72,512.0,1,lj-n12m6,1.3888888888888888,58.0,427.511543621642,-1.2798793913970978,-2575.48797732175
0,-6.01588436100039,0,0.72,512.0,2,lj-n12m6,1.3888888888888888,485.0,1.3121475158225309,-1.2804561363337694,-0.040931661729556076
0,-6.01588436100039,1,0.72,512.0,2,lj-n12m6,1.3888888888888888,58.0,427.47783872845423,-1.280456136333801,-2575.0864909385336
0,-6.006298081000177,0,0.72,512.0,3,lj-n12m6,1.3888888888888888,485.0,1.311900563121187,-1.2801985142896701,-0.04092454927721431
0,-6.006298081000177,1,0.72,512.0,3,lj-n12m6,1.3888888888888888,58.0,427.47835382116386,-1.2801985142897552,-2575.1125672711264
0,-6.006243652999544,0,0.72,512.0,4,lj-n12m6,1.3888888888888888,485.0,1.312064086775083,-1.2803376204981753,-0.04091140590845533
0,-6.006243652999544,1,0.72,512.0,4,lj-n12m6,1.3888888888888888,59.0,427.4575096364997,-1.2803376204982537,-2574.878645638725
0,-6.004484354999444,0,0.721,512.0,1,lj-n12m6,1.3869625520110958,485.0,1.3275664270741956,-1.2951573277488102,-0.041854047504582895
0,-6.004484354999444,1,0.721,512.0,1,lj-n12m6,1.3869625520110958,58.0,427.2945485207424,-1.295157327748664,-2572.557414753135
0,-6.0042492549996105,0,0.721,512.0,2,lj-n12m6,1.3869625520110958,485.0,1.3281254114765408,-1.2957354816498738,-0.04187638869961663
0,-6.0042492549996105,1,0.721,512.0,2,lj-n12m6,1.3869625520110958,59.0,427.260184218989,-1.2957354816498192,-2572.1499257036885
0,-5.994704173000049,0,0.721,512.0,3,lj-n12m6,1.3869625520110958,485.0,1.3278774851662,-1.295477328442292,-0.041869010329547006
0,-5.994704173000049,1,0.721,512.0,3,lj-n12m6,1.3869625520110958,59.0,427.2607898567989,-1.2954773284421202,-2572.1748698762303
0,-5.994650589000038,0,0.721,512.0,4,lj-n12m6,1.3869625520110958,485.0,1.32804110274376,-1.2956158474336952,-0.04185573565570388
0,-5.994650589000038,1,0.721,512.0,4,lj-n12m6,1.3869625520110958,59.0,427.2364991691719,-1.2956158474338706,-2571.9033779931187
0,-5.992885571000151,0,0.722,512.0,1,lj-n12m6,1.3850415512465375,485.0,1.343689686973288,-1.3105683353859676,-0.04281738832307022
0,-5.992885571000151,1,0.722,512.0,1,lj-n12m6,1.3850415512465375,59.0,427.07733115773976,-1.3105683353861348,-2569.6264228902955
0,-5.992653335000699,0,0.722,512.0,2,lj-n12m6,1.3850415512465375,485.0,1.3442491695876244,-1.3111475531721577,-0.042840105383145095
0,-5.992653335000699,1,0.722,512.0,2,lj-n12m6,1.3850415512465375,59.0,427.04244012841605,-1.3111475531720194,-2569.2143712874813
0,-5.983152517,0,0.722,512.0,3,lj-n12m6,1.3850415512465375,485.0,1.3440004234886271,-1.3108890494321077,-0.04283245840275541
0,-5.983152517,1,0.722,512.0,3,lj-n12m6,1.3850415512465375,59.0,427.043143211941,-1.3108890494319745,-2569.2383123530963
0,-5.983099870000171,0,0.722,512.0,4,lj-n12m6,1.3850415512465375,485.0,1.3441638403396259,-1.311026708490902,-0.0428190322059874
0,-5.983099870000171,1,0.722,512.0,4,lj-n12m6,1.3850415512465375,59.0,427.0153948439961,-1.3110267084908966,-2568.9291390776857
0,-5.981325680999939,0,0.723,512.0,1,lj-n12m6,1.3831258644536653,485.0,1.3599600291852556,-1.3261130614189458,-0.04380005537180377
0,-5.981325680999939,1,0.723,512.0,1,lj-n12m6,1.3831258644536653,59.0,426.8598858649229,-1.3261130614189973,-2566.6949395692045
0,-5.9810964229998405,0,0.723,512.0,2,lj-n12m6,1.3831258644536653,485.0,1.3605196340371046,-1.3266929935690754,-0.04382313381698272
0,-5.9810964229998405,1,0.723,512.0,2,lj-n12m6,1.3831258644536653,59.0,426.82460234252153,-1.326692993568888,-2566.2797791833
0,-5.971642954999869,0,0.723,512.0,3,lj-n12m6,1.3831258644536653,485.0,1.3602702266408766,-1.3264343225064266,-0.0438152158060281
0,-5.971642954999869,1,0.723,512.0,3,lj-n12m6,1.3831258644536653,59.0,426.82541122147825,-1.326434322506532,-2566.3028718599408
0,-5.971591336999122,0,0.723,512.0,4,lj-n12m6,1.3831258644536653,485.0,1.3604331373634824,-1.3265708427668697,-0.04380161637439885
0,-5.971591336999122,1,0.723,512.0,4,lj-n12m6,1.3831258644536653,59.0,426.7941981643839,-1.3265708427668925,-2565.955943462556
0,-5.969804517999722,0,0.724,512.0,1,lj-n12m6,1.3812154696132597,485.0,1.376378303783448,-1.3417921505996262,-0.04480237602425991
