phase,temp,beta,volume,system,binodal,lnz_0,edge_distance,ntot,betaOmega,PE,dens,pres,pe_n,size,lnz_0_stderr,edge_distance_stderr,ntot_stderr,betaOmega_stderr,PE_stderr,dens_stderr,pres_stderr,pe_n_stderr,size_stderr
0,0.71,1.4084507042253522,512.0,lj-n12m6,0,-6.1295600415000955,485.0,1.1599963389379262,-1.1345960998556894,-0.03245117043328679,0.002265617849488137,0.0018250984920338892,-0.027975235425898394,4,-6.1295600415000955,485.0,1.1599963389379262,-1.1345960998556894,-0.03245117043328679,0.002265617849488137,0.0018250984920338892,-0.027975235425898394,4
0,0.711,1.4064697609001406,512.0,lj-n12m6,0,-6.11752962224992,485.0,1.1745600509874037,-1.1485818354651858,-0.03322254311321128,0.002294062599584773,0.0018734272051180454,-0.028285095615777505,4,-6.11752962224992,485.0,1.1745600509874037,-1.1485818354651858,-0.03322254311321128,0.002294062599584773,0.0018734272051180454,-0.028285095615777505,4
0,0.712,1.404494382022472,512.0,lj-n12m6,0,-6.1055413589999,485.0,1.1892613693707428,-1.1626939427307539,-0.03400991438751625,0.002322776112052232,0.0019228825929017558,-0.028597510599859564,4,-6.1055413589999,485.0,1.1892613693707428,-1.1626939427307539,-0.03400991438751625,0.002322776112052232,0.0019228825929017558,-0.028597510599859564,4
0,0.713,1.402524544179523,512.0,lj-n12m6,0,-6.0935951295002715,485.0,1.2041011219518436,-1.1769330713464128,-0.03481356471398752,0.0023517600038121945,0.0019734871808457927,-0.028912492731644326,4,-6.0935951295002715,485.0,1.2041011219518436,-1.1769330713464128,-0.03481356471398752,0.0023517600038121945,0.0019734871808457927,-0.028912492731644326,4
0,0.714,1.400560224089636,512.0,lj-n12m6,0,-6.081690805749952,485.0,1.2190801370129474,-1.1912998679818387,-0.03563377850116828,0.002381015892603413,0.0020252638588688617,-0.029230054395433382,4,-6.081690805749952,485.0,1.2190801370129474,-1.1912998679818387,-0.03563377850116828,0.002381015892603413,0.0020252638588688617,-0.029230054395433382,4
0,0.715,1.3986013986013988,512.0,lj-n12m6,0,-6.069828254000056,485.0,1.2341992455377873,-1.205794980880988,-0.03647084417249874,0.0024105454014409907,0.002078235897403894,-0.029550207970050212,4,-6.069828254000056,485.0,1.2341992455377873,-1.205794980880988,-0.03647084417249874,0.0024105454014409907,0.002078235897403894,-0.029550207970050212,4
0,0.716,1.3966480446927374,512.0,lj-n12m6,0,-6.058007336249937,485.0,1.249459280002665,-1.2204190565277946,-0.03732505420348478,0.002440350156255205,0.002132426944630658,-0.029872965853341475,4,-6.058007336249937,485.0,1.249459280002665,-1.2204190565277946,-0.03732505420348478,0.002440350156255205,0.002132426944630658,-0.029872965853341475,4
0,0.717,1.394700139470014,512.0,lj-n12m6,0,-6.046227909000071,485.0,1.2648610752758687,-1.2351727426601808,-0.03819670518625186,0.002470431787648181,0.0021878610380065737,-0.030198340457848583,4,-6.046227909000071,485.0,1.2648610752758687,-1.2351727426601808,-0.03819670518625186,0.002470431787648181,0.0021878610380065737,-0.030198340457848583,4
0,0.718,1.392757660167131,512.0,lj-n12m6,0,-6.034489824999815,485.0,1.2804054662959814,-1.2500566835156537,-0.03908609779660768,0.0025007919263593387,0.0022445625968032547,-0.030526344205817124,4,-6.034489824999815,485.0,1.2804054662959814,-1.2500566835156537,-0.03908609779660768,0.0025007919263593387,0.0022445625968032547,-0.030526344205817124,4
0,0.719,1.3908205841446455,512.0,lj-n12m6,0,-6.022792932249871,485.0,1.2960932921245285,-1.265071526766169,-0.03999353694636339,0.0025314322111807197,0.0023025564462675367,-0.030856989519046377,4,-6.022792932249871,485.0,1.2960932921245285,-1.265071526766169,-0.03999353694636339,0.0025314322111807197,0.0023025564462675367,-0.030856989519046377,4
0,0.72,1.3888888888888888,512.0,lj-n12m6,0,-6.01113707475003,485.0,1.311925391640619,-1.2802179156296911,-0.04091933173998636,0.002562354280548084,0.002361867801022643,-0.03119028885268861,4,-6.01113707475003,485.0,1.311925391640619,-1.2802179156296911,-0.04091933173998636,0.002562354280548084,0.002361867801022643,-0.03119028885268861,4
0,0.721,1.3869625520110958,512.0,lj-n12m6,0,-5.9995220929997854,485.0,1.327902606615174,-1.295496496318668,-0.0418637955473626,0.0025935597785452617,0.0024225222888728058,-0.03152625464508333,4,-5.9995220929997854,485.0,1.327902606615174,-1.295496496318668,-0.0418637955473626,0.0025935597785452617,0.0024225222888728058,-0.03152625464508333,4
0,0.722,1.3850415512465375,512.0,lj-n12m6,0,-5.987947823250256,485.0,1.3440257800972915,-1.3109079116202838,-0.04282724607873953,0.0026250503517525224,0.002484545941257381,-0.03186489937913575,4,-5.987947823250256,485.0,1.3440257800972915,-1.3109079116202838,-0.04282724607873953,0.0026250503517525224,0.002484545941257381,-0.03186489937913575,4
0,0.723,1.3831258644536653,512.0,lj-n12m6,0,-5.976414098999692,485.0,1.3602957568066798,-1.3264528050653293,-0.04381000534230336,0.0026568276500130465,0.002547965206641272,-0.032206235507716605,4,-5.976414098999692,485.0,1.3602957568066798,-1.3264528050653293,-0.04381000534230336,0.0026568276500130465,0.002547965206641272,-0.032206235507716605,4
0,0.724,1.3812154696132597,512.0,lj-n12m6,0,-5.964920750249771,485.0,1.3767133843565085,-1.342131820523869,-0.04481239983424385,0.0026888933288213056,0.0026128069573140363,-0.032550275532801896,4,-5.964920750249771,485.0,1.3767133843565085,-1.342131820523869,-0.04481239983424385,0.0026888933288213056,0.0026128069573140363,-0.032550275532801896,4
0,0.725,1.3793103448275863,512.0,lj-n12m6,0,-5.953467604499767,485.0,1.3932795097605621,-1.3579455985238558,-0.04583476037348967,0.002721249042501098,0.00267909848082502,-0.03289703193328599,4,-5.953467604499767,485.0,1.3932795097605621,-1.3579455985238558,-0.04583476037348967,0.002721249042501098,0.00267909848082502,-0.03289703193328599,4
0,0.726,1.3774104683195594,512.0,lj-n12m6,0,-5.942054485249804,485.0,1.4099949846872377,-1.3738947817484928,-0.046877422408314315,0.002753896454467261,0.0027468675057472735,-0.033246517231240856,4,-5.942054485249804,485.0,1.4099949846872377,-1.3738947817484928,-0.046877422408314315,0.002753896454467261,0.0027468675057472735,-0.033246517231240856,4
0,0.727,1.375515818431912,512.0,lj-n12m6,0,-5.930681214750087,485.0,1.4268606598853426,-1.3899800104064843,-0.04794072577944418,0.0027868372263385598,0.002816142187265465,-0.03359874391967155,4,-5.930681214750087,485.0,1.4268606598853426,-1.3899800104064843,-0.04794072577944418,0.0027868372263385598,0.002816142187265465,-0.03359874391967155,4
0,0.728,1.3736263736263736,512.0,lj-n12m6,0,-5.919347612250462,485.0,1.4438773894762793,-1.4062019242713564,-0.049025015009179135,0.002820073026320858,0.002886951124633091,-0.033953724535537244,4,-5.919347612250462,485.0,1.4438773894762793,-1.4062019242713564,-0.049025015009179135,0.002820073026320858,0.002886951124633091,-0.033953724535537244,4
0,0.729,1.3717421124828533,512.0,lj-n12m6,0,-5.908053494249996,485.0,1.4610460289468088,-1.4225611642181706,-0.05013063919167177,0.002853605525286736,0.0029593233658594415,-0.03431147159620196,4,-5.908053494249996,485.0,1.4610460289468088,-1.4225611642181706,-0.05013063919167177,0.002853605525286736,0.0029593233658594415,-0.03431147159620196,4
0,0.73,1.36986301369863,512.0,lj-n12m6,0,-5.896798676499897,485.0,1.4783674354612986,-1.4390583672215116,-0.051257952150235174,0.0028874363973853488,0.0030332884033598467,-0.034671997669212064,4,-5.896798676499897,485.0,1.4783674354612986,-1.4390583672215116,-0.051257952150235174,0.0028874363973853488,0.0030332884033598467,-0.034671997669212064,4
0,0.731,1.3679890560875514,512.0,lj-n12m6,0,-5.885582971249935,485.0,1.4958424680725522,-1.455694172459538,-0.052407312372939746,0.0029215673204542035,0.0031088761923799254,-0.03503531529072601,4,-5.885582971249935,485.0,1.4958424680725522,-1.455694172459538,-0.052407312372939746,0.0029215673204542035,0.0031088761923799254,-0.03503531529072601,4
0,0.732,1.366120218579235,512.0,lj-n12m6,0,-5.87440619050013,485.0,1.5134719872711282,-1.4724692168773457,-0.053579083122148534,0.0029559999751389223,0.0031861171463130862,-0.03540143701948114,4,-5.87440619050013,485.0,1.5134719872711282,-1.4724692168773457,-0.053579083122148534,0.0029559999751389223,0.0031861171463130862,-0.03540143701948114,4
0,0.733,1.364256480218281,512.0,lj-n12m6,0,-5.863268142999715,485.0,1.531256855470394,-1.489384137322053,-0.05477363248311037,0.0029907360458406133,0.0032650421476502186,-0.03577037542584437,4,-5.863268142999715,485.0,1.531256855470394,-1.489384137322053,-0.05477363248311037,0.0029907360458406133,0.0032650421476502186,-0.03577037542584437,4
0,0.734,1.3623978201634879,512.0,lj-n12m6,0,-5.852168637499959,485.0,1.5491979366257898,-1.5064395682584826,-0.05599133340513521,0.0030257772199722456,0.0033456825477275478,-0.036142143096122945,4,-5.852168637499959,485.0,1.5491979366257898,-1.5064395682584826,-0.05599133340513521,0.0030257772199722456,0.0033456825477275478,-0.036142143096122945,4
0,0.735,1.3605442176870748,512.0,lj-n12m6,0,-5.841107480250154,485.0,1.5672960972412984,-1.5236361459097687,-0.05723256377426086,0.003061125189924411,0.0034280701835513114,-0.036516752624688446,4,-5.841107480250154,485.0,1.5672960972412984,-1.5236361459097687,-0.05723256377426086,0.003061125189924411,0.0034280701835513114,-0.036516752624688446,4
0,0.736,1.358695652173913,512.0,lj-n12m6,0,-5.830084477749858,485.0,1.5855522050548898,-1.5409745037636804,-0.05849770641548205,0.0030967816504978317,0.003512237370738176,-0.036894216614591614,4,-5.830084477749858,485.0,1.5855522050548898,-1.5409745037636804,-0.05849770641548205,0.0030967816504978317,0.003512237370738176,-0.036894216614591614,4
0,0.737,1.3568521031207599,512.0,lj-n12m6,0,-5.819099432999835,485.0,1.6039671320986695,-1.558455291724876,-0.059787149205857676,0.003132748304880214,0.003598216959899519,-0.03727454764726111,4,-5.819099432999835,485.0,1.6039671320986695,-1.558455291724876,-0.059787149205857676,0.003132748304880214,0.003598216959899519,-0.03727454764726111,4
0,0.738,1.3550135501355014,512.0,lj-n12m6,0,-5.808152151249924,485.0,1.6225417560405386,-1.57607907869959,-0.061101285618174295,0.003169026867266677,0.003686042120542763,-0.037657758554811974,4,-5.808152151249924,485.0,1.6225417560405386,-1.57607907869959,-0.061101285618174295,0.003169026867266677,0.003686042120542763,-0.037657758554811974,4
0,0.739,1.3531799729364005,512.0,lj-n12m6,0,-5.797242433999896,485.0,1.6412768185999254,-1.5938466614534788,-0.0624405026081431,0.003205618786327979,0.003775746741012033,-0.038043858274456305,4,-5.797242433999896,485.0,1.6412768185999254,-1.5938466614534788,-0.0624405026081431,0.003205618786327979,0.003775746741012033,-0.038043858274456305,4
0,0.74,1.3513513513513513,512.0,lj-n12m6,0,-5.786370084249744,485.0,1.6601735164406497,-1.6117583945140397,-0.06380523159906294,0.003242526399298144,0.0038673652183275975,-0.03843286923001105,4,-5.786370084249744,485.0,1.6601735164406497,-1.6117583945140397,-0.06380523159906294,0.003242526399298144,0.0038673652183275975,-0.03843286923001105,4
0,0.741,1.349527665317139,512.0,lj-n12m6,0,-5.775534903499816,485.0,1.6792324380045294,-1.6298151350598222,-0.0651958550487036,0.0032797508554775964,0.003960932250070675,-0.038824794959759754,4,-5.775534903499816,485.0,1.6792324380045294,-1.6298151350598222,-0.0651958550487036,0.0032797508554775964,0.003960932250070675,-0.038824794959759754,4
0,0.742,1.3477088948787062,512.0,lj-n12m6,0,-5.764736691999814,485.0,1.6984545448749953,-1.6480174414783626,-0.06661279406834515,0.003317294032958975,0.004056483200461625,-0.03921965077253586,4,-5.764736691999814,485.0,1.6984545448749953,-1.6480174414783626,-0.06661279406834515,0.003317294032958975,0.004056483200461625,-0.03921965077253586,4
0,0.743,1.3458950201884252,512.0,lj-n12m6,0,-5.753975251500105,485.0,1.7178407238115234,-1.6663659459011664,-0.06805646815882363,0.0033551576636943817,0.004154053959848018,-0.0396174495324318,4,-5.753975251500105,485.0,1.7178407238115234,-1.6663659459011664,-0.06805646815882363,0.0033551576636943817,0.004154053959848018,-0.0396174495324318,4
0,0.744,1.3440860215053763,512.0,lj-n12m6,0,-5.743250381500121,485.0,1.7373918533473005,-1.6848612723847622,-0.0695273013805408,0.0033933434635689463,0.004253680907535982,-0.040018203869001366,4,-5.743250381500121,485.0,1.7373918533473005,-1.6848612723847622,-0.0695273013805408,0.0033933434635689463,0.004253680907535982,-0.040018203869001366,4
0,0.745,1.342281879194631,512.0,lj-n12m6,0,-5.7325618830002805,485.0,1.7571088182627896,-1.7035040462869158,-0.07102572351794884,0.003431853160669511,0.0043554009750155125,-0.04042192650270775,4,-5.7325618830002805,485.0,1.7571088182627896,-1.7035040462869158,-0.07102572351794884,0.003431853160669511,0.0043554009750155125,-0.04042192650270775,4
